Name,Address,City,State,Zip Code,Latitude,Longitude,Rating,Category
Mezza Luna,"57 Rue Dante Montreal, QC H2S Canada",Montreal,QC,H2S,45.53369,-73.61327,5.0,Cooking Schools
École de Conduite Qazi,"786 Rue Jean-Talon O Montreal, QC H3N 1S2 Canada",Montreal,QC,H3N 1S2,45.52629,-73.62434,5.0,Driving Schools
B.Cycle,"2000 Avenue McGill College Montreal, QC H3A 3L3 Canada",Montreal,QC,H3A 3L3,45.502777,-73.573732,5.0,Gyms
Écomusée du Fier Monde,"2050 Rue Atateken Montreal, QC H2L 3L8 Canada",Montreal,QC,H2L 3L8,45.520279,-73.563612,4.2,Museums
L'Hémisphère Gauche,"221 Rue Beaubien E Montreal, QC H2S 1R5 Canada",Montreal,QC,H2S 1R5,45.532248,-73.6068349,5.0,"Beer Bar, Cocktail Bars, Music Venues"
Café La Ligne Verte,"2531 Rue Ontario E Montreal, QC H2K 1W5 Canada",Montreal,QC,H2K 1W5,45.532863,-73.553029,5.0,"Cafes, Music Venues, Cocktail Bars"
Le Belmont,"4483 Boulevard St-Laurent Montreal, QC H2W Canada",Montreal,QC,H2W,45.52015,-73.58599,2.4,"Music Venues, Dance Clubs"
Taverne Jarry,"552 Jarry Rue E Montreal, QC H2P 1V5 Canada",Montreal,QC,H2P 1V5,45.54379,-73.62816,4.4,Music Venues
OPP Galerie et Boutique,"2110 St. Laurent Montreal, QC H2X 1G3 Canada",Montreal,QC,H2X 1G3,45.5119996,-73.568687,4.5,Art Galleries
Arabesque Burlesque,"7100 Rue Saint Hubert Studio 204 Montreal, QC H2S 2M9 Canada",Montreal,QC,H2S 2M9,45.5402684,-73.6124796,5.0,Dance Studios
Lotus Palm,"5244 St. Urbain St Montreal, QC H2T 2W6 Canada",Montreal,QC,H2T 2W6,45.5229187,-73.5966034,3.8,"Massage Schools, Yoga"
OASIS immersion,"301 Rue Saint-Antoine O Montreal, QC H2Z 1H5 Canada",Montreal,QC,H2Z 1H5,45.5036166798644,-73.56053974110445,4.0,"Art Galleries, Art Museums"
Photo Service,"222 Notre-Dame O Montreal, QC H2Y 1T3 Canada",Montreal,QC,H2Y 1T3,45.50343,-73.55744,3.7,"Photography Stores & Services, Photography Classes"
Cirque du Soleil - VOLTA,"Place Jacques-Cartier Montreal, QC H2Y Canada",Montreal,QC,H2Y,45.50711,-73.550063,2.9,Performing Arts
Anytime Fitness,"4117 Blvd - St Laurent Montreal, QC H2W 1Y7 Canada",Montreal,QC,H2W 1Y7,45.51776,-73.58041,2.8,"Gyms, Trainers"
YMCA du Parc,"5550 Avenue du Parc Montreal, QC H2V 4H1 Canada",Montreal,QC,H2V 4H1,45.52209,-73.60268,3.3,"Community Service/Non-Profit, Gyms"
Club Athlétique Sherbrooke,"1100 Rue Sherbrooke O 3e étage Montreal, QC H3A 1G7 Canada",Montreal,QC,H3A 1G7,45.50149,-73.576302,3.6,Gyms
Centre de Yoga Iyengar de Montréal,"4529 Rue Clark Local 310 Montreal, QC H2T 2T3 Canada",Montreal,QC,H2T 2T3,45.5201848,-73.58772019999999,4.0,Yoga
BBAM! Gallery,"808 Avenue Atwater Montreal, QC H4C 2G9 Canada",Montreal,QC,H4C 2G9,45.4848799,-73.5806999,4.5,"Vinyl Records, Art Galleries, Music Venues"
Ateliers et Saveurs - Mile End,"4832 Boulevard Saint-Laurent Montreal, QC H2T 1R5 Canada",Montreal,QC,H2T 1R5,45.52159,-73.59015,5.0,"Cooking Schools, Wine Tasting Classes"
Galerie LeRoyer | GLR60,"60 Rue Saint-Paul O Montreal, QC H2Y 1Y8 Canada",Montreal,QC,H2Y 1Y8,45.5045,-73.5543,5.0,Art Galleries
Club Social le Scaphandre,"3956 Boulevard Saint-Laurent Montreal, QC H2W 1Y3 Canada",Montreal,QC,H2W 1Y3,45.51657,-73.579039,4.0,Performing Arts
L'Académie de Massage Scientifique,"1001 Rue Sherbrooke E Montreal, QC H2L 1L3 Canada",Montreal,QC,H2L 1L3,45.5205043,-73.5662468,4.0,Massage Schools
Academie Pure,"3458, rue St-Denis Montreal, QC H2X 3L3 Canada",Montreal,QC,H2X 3L3,45.5173588,-73.5684152,5.0,Cosmetology Schools
Maison du Développement Durable,"50 Rue Sainte-Catherine Ouest Montreal, QC H2X 3V4 Canada",Montreal,QC,H2X 3V4,45.5091324,-73.5642166,5.0,"Venues & Event Spaces, Education"
Exporail,"110 Rue Saint-Pierre Saint-Constant, QC J5A 1G7 Canada",Saint-Constant,QC,J5A 1G7,45.3756822,-73.5666724,4.7,"Museums, Trains"
Cinéma Cineplex Odeon Brossard et VIP,"9350 Boulevard Leduc Brossard, QC J4Y 0B3 Canada",Brossard,QC,J4Y 0B3,45.445718,-73.434215,3.6,Cinema
Centre Sivananda de Yoga Vedanta,"5178 Boulevard Saint-Laurent Montreal, QC H2T 1R8 Canada",Montreal,QC,H2T 1R8,45.52352,-73.59435,3.4,Yoga
3 Minots,"3812 St Laurent Boulevard Montreal, QC H2W 1X6 Canada",Montreal,QC,H2W 1X6,45.51548,-73.5764618,2.4,"Karaoke, Bars"
Bibliothèque et Centre d'Informatique Atwater,"1200 Atwater Avenue Westmount, QC H3Z 1X4 Canada",Westmount,QC,H3Z 1X4,45.4887299,-73.58422,4.3,"Libraries, Tutoring Centers"
CEO Karaoke,"1008 Rue Clark Montreal, QC H2Z 1J9 Canada",Montreal,QC,H2Z 1J9,45.50726,-73.55999,4.3,"Sports Bars, Karaoke"
Art Mûr,"5826 Rue Saint-Hubert Montreal, QC H2S 2L7 Canada",Montreal,QC,H2S 2L7,45.533240871163265,-73.59704384661913,4.3,Art Galleries
Académie Culinaire,"360 Rue du Champ de Mars Montreal, QC H2Y 3Z3 Canada",Montreal,QC,H2Y 3Z3,45.510416,-73.553314,5.0,Cooking Schools
Bikram Yoga,"435 Avenue Laurier E Montreal, QC H2J 2P6 Canada",Montreal,QC,H2J 2P6,45.527359,-73.589204,3.3,Yoga
Crossfit Waverly,"153 Rue Beaubien W Montreal, QC H2V 4L5 Canada",Montreal,QC,H2V 4L5,45.5222206,-73.4693069,5.0,Gyms
Association Sportive Et Communautaire Du Centre-Sud,"2093 Rue de La Visitation Montreal, QC H2L 3E1 Canada",Montreal,QC,H2L 3E1,45.5229187,-73.5630264,4.5,"Gyms, Recreation Centers, Swimming Pools"
Tattoo Abyss,"1520 Rue Notre-Dame O Montreal, QC H3C 1L1 Canada",Montreal,QC,H3C 1L1,45.4906078,-73.5666006,5.0,"Art Galleries, Tattoo"
Musée De I'llusion,"54 Rue Saint-Antoine O Montreal, QC H2Z 1G9 Canada",Montreal,QC,H2Z 1G9,45.50598362850433,-73.5578489,4.0,"Museums, Venues & Event Spaces"
Bibliothèque Marvin Duchow de Musique,"527 Rue Sherbrooke O Montreal, QC H3A 1E3 Canada",Montreal,QC,H3A 1E3,45.5062599615051,-73.5731317475438,5.0,Libraries
Dance Conmigo,"9 Saint-Catherine E 2nd floor Montreal, QC H2X 1K3 Canada",Montreal,QC,H2X 1K3,45.51024,-73.56384,5.0,"Dance Schools, Dance Studios"
Art de vivre Montréal - Art of Living montreal,"5369 Boul St. Laurent Suite 240 Montreal, QC H2T 1S5 Canada",Montreal,QC,H2T 1S5,45.5254189669121,-73.597699,4.5,Yoga
Centre Saint-Louis,"4285 Drolet Montreal, QC H2W 2L7 Canada",Montreal,QC,H2W 2L7,45.52201,-73.57998,3.4,Language Schools
Idolem Hot Yoga Chaud St-Denis,"8108 Rue Saint-Denis 2e étage Montreal, QC H2P 2G6 Canada",Montreal,QC,H2P 2G6,45.54244,-73.62962,4.8,Yoga
